full_text,filtered,cleaned,tokenize,normalisasi,sentiment_label,sentiment_score
@Y_Radianto Kemaren kurikulum merdeka sekarang kodang koding 79th Indonesia merdeka tp kebijakan pendidikan tdk pernah punya arah yg jelas 79th lho...,kemaren kurikulum merdeka sekarang kodang koding th indonesia merdeka tp kebijakan pendidikan tdk pernah punya arah yg jelas th lho,kemaren kurikulum merdeka sekarang kodang koding th indonesia merdeka bijak didik tdk pernah punya arah jelas th,"['kemaren', 'kurikulum', 'merdeka', 'sekarang', 'kodang', 'koding', 'th', 'indonesia', 'merdeka', 'bijak', 'didik', 'tdk', 'pernah', 'punya', 'arah', 'jelas', 'th']",kemarin kurikulum merdeka sekarang kodang koding th indonesia merdeka bijak didik tidak pernah punya arah jelas th,negative,0.9966199398040771
45 SOAL Fisika Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/FVqLiQgv3d lewat @tribunnews,soal fisika kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal fisika kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,"['soal', 'fisika', 'kelas', 'semester', 'kurikulum', 'merdeka', 'kunci', 'jawab', 'ulang', 'tahun', 'lewat']",soal fisika kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,neutral,0.9990455508232117
Pembela pemerintah udah weird...pembela kurikulum merdeka + nadiem lebih weird lagi. Gela,pembela pemerintah udah weird pembela kurikulum merdeka nadiem lebih weird lagi gela,bela perintah udah weird bela kurikulum merdeka nadiem lebih weird gela,"['bela', 'perintah', 'udah', 'weird', 'bela', 'kurikulum', 'merdeka', 'nadiem', 'lebih', 'weird', 'gela']",bela perintah sudah aneh bela kurikulum merdeka nadiem lebih aneh gela,negative,0.9994440674781799
Yuk simak kunci jawaban IKM Modul 3.4 Pintar Kemenag Kurikulum Merdeka komponen minimal rapot pada kurikulum merdeka tingkat MI. https://t.co/0JRn4wfVac,yuk simak kunci jawaban ikm modul pintar kemenag kurikulum merdeka komponen minimal rapot pada kurikulum merdeka tingkat mi,simak kunci jawab ikm modul pintar kemenag kurikulum merdeka komponen minimal rapot kurikulum merdeka tingkat mi,"['simak', 'kunci', 'jawab', 'ikm', 'modul', 'pintar', 'kemenag', 'kurikulum', 'merdeka', 'komponen', 'minimal', 'rapot', 'kurikulum', 'merdeka', 'tingkat', 'mi']",simak kunci jawab ikm modul pintar kemenag kurikulum merdeka komponen minimal raport kurikulum merdeka tingkat mi,neutral,0.9988986253738403
45 SOAL Ekonomi Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/TZ2ngCfOBA lewat @tribunnews,soal ekonomi kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal ekonomi kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,"['soal', 'ekonomi', 'kelas', 'semester', 'kurikulum', 'merdeka', 'kunci', 'jawab', 'ulang', 'tahun', 'lewat']",soal ekonomi kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,neutral,0.9990416169166565
Berikut ini kunci jawaban post test Modul 2 Platform Merdeka Mengajar PMM 2024 tentang Pembelajaran Versi Kurikulum Merdeka. https://t.co/I5ETo4NFPq,berikut ini kunci jawaban post test modul platform merdeka mengajar pmm tentang pembelajaran versi kurikulum merdeka,ikut kunci jawab post test modul platform merdeka ajar pmm tentang ajar versi kurikulum merdeka,"['ikut', 'kunci', 'jawab', 'post', 'test', 'modul', 'platform', 'merdeka', 'ajar', 'pmm', 'tentang', 'ajar', 'versi', 'kurikulum', 'merdeka']",ikut kunci jawab post ujian modul platform merdeka ajar pmm tentang ajar versi kurikulum merdeka,neutral,0.9991536140441895
dimana kegiatan tersebut menjadi sarana edukatif yang efektif dan terintegrasi dengan Kurikulum Merdeka untuk membentuk generasi muda yang taat hukum dan memiliki nilai-nilai moral yang kuat terutama terkait anti korupsi dan anti bullying.,dimana kegiatan tersebut menjadi sarana edukatif yang efektif dan terintegrasi dengan kurikulum merdeka untuk membentuk generasi muda yang taat hukum dan memiliki nilai nilai moral yang kuat terutama terkait anti korupsi dan anti bullying,mana giat sebut jadi sarana edukatif efektif integrasi dengan kurikulum merdeka untuk bentuk generasi muda taat hukum milik nilai nilai moral kuat utama kait anti korupsi anti bullying,"['mana', 'giat', 'sebut', 'jadi', 'sarana', 'edukatif', 'efektif', 'integrasi', 'dengan', 'kurikulum', 'merdeka', 'untuk', 'bentuk', 'generasi', 'muda', 'taat', 'hukum', 'milik', 'nilai', 'nilai', 'moral', 'kuat', 'utama', 'kait', 'anti', 'korupsi', 'anti', 'bullying']",mana giat sebut jadi sarana edukatif efektif integrasi dengan kurikulum merdeka untuk bentuk generasi muda taat hukum milik nilai nilai moral kuat utama kait anti korupsi anti bullying,positive,0.9752702713012695
dimana kegiatan tersebut menjadi sarana edukatif yang efektif dan terintegrasi dengan Kurikulum Merdeka untuk membentuk generasi muda yang taat hukum dan memiliki nilai-nilai moral yang kuat terutama terkait anti korupsi dan anti bullying.,dimana kegiatan tersebut menjadi sarana edukatif yang efektif dan terintegrasi dengan kurikulum merdeka untuk membentuk generasi muda yang taat hukum dan memiliki nilai nilai moral yang kuat terutama terkait anti korupsi dan anti bullying,mana giat sebut jadi sarana edukatif efektif integrasi dengan kurikulum merdeka untuk bentuk generasi muda taat hukum milik nilai nilai moral kuat utama kait anti korupsi anti bullying,"['mana', 'giat', 'sebut', 'jadi', 'sarana', 'edukatif', 'efektif', 'integrasi', 'dengan', 'kurikulum', 'merdeka', 'untuk', 'bentuk', 'generasi', 'muda', 'taat', 'hukum', 'milik', 'nilai', 'nilai', 'moral', 'kuat', 'utama', 'kait', 'anti', 'korupsi', 'anti', 'bullying']",mana giat sebut jadi sarana edukatif efektif integrasi dengan kurikulum merdeka untuk bentuk generasi muda taat hukum milik nilai nilai moral kuat utama kait anti korupsi anti bullying,positive,0.9752702713012695
45 SOAL Biologi Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/C3WYgYorB3 lewat @tribunnews,soal biologi kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal biologi kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,"['soal', 'biologi', 'kelas', 'semester', 'kurikulum', 'merdeka', 'kunci', 'jawab', 'ulang', 'tahun', 'lewat']",soal biologi kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,neutral,0.9989492297172546
45 SOAL Antropologi Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/t0Q32p8yhn lewat @tribunnews,soal antropologi kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal antropologi kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,"['soal', 'antropologi', 'kelas', 'semester', 'kurikulum', 'merdeka', 'kunci', 'jawab', 'ulang', 'tahun', 'lewat']",soal antropologi kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,neutral,0.999051034450531
Kurikulum Merdeka! Hasilnya murid2 yang terpenjara dalam kebodohan dan kemiskinan. Mereka tidak tahu membaca menulis dan berhitung. 12:3 aja gak tahu. Dasar sekali itu Cc @nadiemmakarim @officialmkri @_bemsi @DPR_RI #Judol303BencanaNasional #Judol303BencanaNasional https://t.co/Fbwj0uvent,kurikulum merdeka hasilnya murid yang terpenjara dalam kebodohan dan kemiskinan mereka tidak tahu membaca menulis dan berhitung aja gak tahu dasar sekali itu cc,kurikulum merdeka hasil murid penjara dalam bodoh miskin mereka tidak tahu baca tulis hitung gak tahu dasar sekali itu cc,"['kurikulum', 'merdeka', 'hasil', 'murid', 'penjara', 'dalam', 'bodoh', 'miskin', 'mereka', 'tidak', 'tahu', 'baca', 'tulis', 'hitung', 'gak', 'tahu', 'dasar', 'sekali', 'itu', 'cc']",kurikulum merdeka hasil siswa penjara dalam bodoh miskin mereka tidak tahu baca tulis hitung tidak tahu dasar sekali itu cc,negative,0.9995009899139404
45 SOAL Sejarah Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/1gvPXRD5WJ lewat @tribunnews,soal sejarah kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal sejarah kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,"['soal', 'sejarah', 'kelas', 'semester', 'kurikulum', 'merdeka', 'kunci', 'jawab', 'ulang', 'tahun', 'lewat']",soal sejarah kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,neutral,0.9989414811134338
46 SOAL MTK Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/8rbLrAYEMe lewat @tribunnews,soal mtk kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal mtk kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,"['soal', 'mtk', 'kelas', 'semester', 'kurikulum', 'merdeka', 'kunci', 'jawab', 'ulang', 'tahun', 'lewat']",soal matematika kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,neutral,0.9990437626838684
@folkshittmedia 1. Mental generasi pecundang dan pengecut. Ini to hasil kurikulum merdeka? Kurikulum serba bebas n liberal? Astaghfirullahal'adzim. Itu siswanya harus bertanggung jawab dia berani menabrak hukuman yg pantas ya ditabrak sebagaimana yg berani dia lakukan. https://t.co/yv17VrOGJ2,mental generasi pecundang dan pengecut ini to hasil kurikulum merdeka kurikulum serba bebas n liberal astaghfirullahal adzim itu siswanya harus bertanggung jawab dia berani menabrak hukuman yg pantas ya ditabrak sebagaimana yg berani dia lakukan,mental generasi cundang kecut to hasil kurikulum merdeka kurikulum serba bebas n liberal astaghfirullahal adzim itu siswa harus tanggung jawab dia berani tabrak hukum pantas tabrak bagaimana berani dia laku,"['mental', 'generasi', 'cundang', 'kecut', 'to', 'hasil', 'kurikulum', 'merdeka', 'kurikulum', 'serba', 'bebas', 'n', 'liberal', 'astaghfirullahal', 'adzim', 'itu', 'siswa', 'harus', 'tanggung', 'jawab', 'dia', 'berani', 'tabrak', 'hukum', 'pantas', 'tabrak', 'bagaimana', 'berani', 'dia', 'laku']",mental generasi cundang kecut ke hasil kurikulum merdeka kurikulum serba bebas n liberal astaghfirullahal adzim itu siswa harus tanggung jawab dia berani tabrak hukum pantas tabrak bagaimana berani dia laku,negative,0.9993960857391357
untung aku dulu sekolah kurikulum KTSP.. gatau deh kalo aku belajar tp kurikulum merdeka bisa beneran bodo -_-,untung aku dulu sekolah kurikulum ktsp gatau deh kalo aku belajar tp kurikulum merdeka bisa beneran bodo,untung aku dulu sekolah kurikulum ktsp gatau kalo aku ajar kurikulum merdeka bisa beneran bodo,"['untung', 'aku', 'dulu', 'sekolah', 'kurikulum', 'ktsp', 'gatau', 'kalo', 'aku', 'ajar', 'kurikulum', 'merdeka', 'bisa', 'beneran', 'bodo']",untung aku dulu sekolah kurikulum ktsp tidak tahu kalau aku ajar kurikulum merdeka bisa beneran bodoh,negative,0.9993415474891663
45 SOAL Agama Islam Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/flDV60plGv lewat @tribunnews,soal agama islam kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal agama islam kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,"['soal', 'agama', 'islam', 'kelas', 'semester', 'kurikulum', 'merdeka', 'kunci', 'jawab', 'ulang', 'tahun', 'lewat']",soal agama islam kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,neutral,0.9990397095680237
43 SOAL Agama Kristen Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/eJTkViARVr lewat @tribunnews,soal agama kristen kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal agama kristen kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,"['soal', 'agama', 'kristen', 'kelas', 'semester', 'kurikulum', 'merdeka', 'kunci', 'jawab', 'ulang', 'tahun', 'lewat']",soal agama kristen kelas semester kurikulum merdeka kunci jawab ulang tahun lewat,neutral,0.9990383386611938
Open Les Privat Online Kelas 10 Kelas 11 Kelas 12 Gapyear / semigap K13 / kurikulum merdeka Tidak harus rutin Bisa campur mapel Mapel ️ Matematika ️ Matematika Tingkat Lanjut ️ Fisika ️ Kimia ️ PK PM SNBT Daftar/tanya² klik : https://t.co/c6hxHpJEXa t,open les privat online kelas kelas kelas gapyear semigap k kurikulum merdeka tidak harus rutin bisa campur mapel mapel matematika matematika tingkat lanjut fisika kimia pk pm snbt daftar tanya klik t,open les privat online kelas kelas kelas gapyear semigap kurikulum merdeka tidak harus rutin bisa campur mapel mapel matematika matematika tingkat lanjut fisika kimia pk pm snbt daftar tanya klik,"['open', 'les', 'privat', 'online', 'kelas', 'kelas', 'kelas', 'gapyear', 'semigap', 'kurikulum', 'merdeka', 'tidak', 'harus', 'rutin', 'bisa', 'campur', 'mapel', 'mapel', 'matematika', 'matematika', 'tingkat', 'lanjut', 'fisika', 'kimia', 'pk', 'pm', 'snbt', 'daftar', 'tanya', 'klik']",buka kursus privat daring kelas kelas kelas gapyear semigap kurikulum merdeka tidak harus rutin bisa campur mapel mapel matematika matematika tingkat lanjut fisika kimia pk pm snbt daftar tanya klik,neutral,0.9989810585975647
Totto-chan Shosaku Kobayashi yang saat itu membangun Tomoe Gakuen pada masa Perang Dunia II telah menerapkan pembelajaran berdiferensiasi yang dewasa ini digaungkan dalam pendidikan Indonesia melalui Kurikulum Merdeka. Detail reviu: https://t.co/GuG2zaASAT,totto chan shosaku kobayashi yang saat itu membangun tomoe gakuen pada masa perang dunia ii telah menerapkan pembelajaran berdiferensiasi yang dewasa ini digaungkan dalam pendidikan indonesia melalui kurikulum merdeka detail reviu,totto chan shosaku kobayashi saat itu bangun tomoe gakuen masa perang dunia telah terap ajar diferensiasi dewasa gaung dalam didik indonesia lalu kurikulum merdeka detail reviu,"['totto', 'chan', 'shosaku', 'kobayashi', 'saat', 'itu', 'bangun', 'tomoe', 'gakuen', 'masa', 'perang', 'dunia', 'telah', 'terap', 'ajar', 'diferensiasi', 'dewasa', 'gaung', 'dalam', 'didik', 'indonesia', 'lalu', 'kurikulum', 'merdeka', 'detail', 'reviu']",totto chan shosaku kobayashi saat itu bangun tomoe gakuen masa perang dunia telah terap ajar diferensiasi dewasa gaung dalam didik indonesia lalu kurikulum merdeka detail reviu,neutral,0.9934622049331665
@OkkyPratam59137 @jakpoes @ferrykoto Ooh sorry bukan ngilang. Yang saya baca dari media memang coding itu mata pelajaran pilihan. Saya juga belum tau persis kurikulum merdeka itu seperti apa. Yg saya tangkap yg namanya pilihan itu boleh ikut atau kagak. Semacam ekskul sekarang.,ooh sorry bukan ngilang yang saya baca dari media memang coding itu mata pelajaran pilihan saya juga belum tau persis kurikulum merdeka itu seperti apa yg saya tangkap yg namanya pilihan itu boleh ikut atau kagak semacam ekskul sekarang,ooh sorry bukan ngilang saya baca media coding itu mata ajar pilih saya belum tau persis kurikulum merdeka itu seperti apa saya tangkap nama pilih itu boleh ikut atau kagak macam ekskul sekarang,"['ooh', 'sorry', 'bukan', 'ngilang', 'saya', 'baca', 'media', 'coding', 'itu', 'mata', 'ajar', 'pilih', 'saya', 'belum', 'tau', 'persis', 'kurikulum', 'merdeka', 'itu', 'seperti', 'apa', 'saya', 'tangkap', 'nama', 'pilih', 'itu', 'boleh', 'ikut', 'atau', 'kagak', 'macam', 'ekskul', 'sekarang']",ooh maaf bukan hilang aku baca media coding itu mata ajar pilih aku belum tau persis kurikulum merdeka itu seperti apa aku tangkap nama pilih itu boleh ikut atau kagak macam ekskul sekarang,negative,0.997266411781311
 Kurikulum Merdeka (tapi tidak memerdekakan) adalah kualitas copy dan kedalaman konsep itu. ,kurikulum merdeka tapi tidak memerdekakan adalah kualitas copy dan kedalaman konsep itu,kurikulum merdeka tapi tidak merdeka adalah kualitas copy dalam konsep itu,"['kurikulum', 'merdeka', 'tapi', 'tidak', 'merdeka', 'adalah', 'kualitas', 'copy', 'dalam', 'konsep', 'itu']",kurikulum merdeka tapi tidak merdeka adalah kualitas copy dalam konsep itu,negative,0.9192451238632202
dan terbuktikan dunia perfilman indonesia itu yg paling laku dan paling di-milking terus menerus ya film horror dan knp bisa di milking terus ya karena byk yg nonton dan diproduksi lagi untuk dikonsumsi sm mereka lagi itu jg jd masalah ajg kurikulum merdeka bangsattt,dan terbuktikan dunia perfilman indonesia itu yg paling laku dan paling di milking terus menerus ya film horror dan knp bisa di milking terus ya karena byk yg nonton dan diproduksi lagi untuk dikonsumsi sm mereka lagi itu jg jd masalah ajg kurikulum merdeka bangsattt,bukti dunia film indonesia itu paling laku paling milking terus film horror knp bisa milking ya byk nonton produksi untuk konsumsi mereka itu jg jd masalah ajg kurikulum merdeka bangsattt,"['bukti', 'dunia', 'film', 'indonesia', 'itu', 'paling', 'laku', 'paling', 'milking', 'terus', 'film', 'horror', 'knp', 'bisa', 'milking', 'ya', 'byk', 'nonton', 'produksi', 'untuk', 'konsumsi', 'mereka', 'itu', 'jg', 'jd', 'masalah', 'ajg', 'kurikulum', 'merdeka', 'bangsattt']",bukti dunia film indonesia itu paling laku paling milking terus film seram kenapa bisa milking ya banyak nonton produksi untuk konsumsi mereka itu juga jadi masalah anjing kurikulum merdeka bangsattt,negative,0.9914883375167847
@ferrykoto Nadiem ketika deploy kurikulum merdeka tdk melakukan Assesment yg ente maksud Nadiem gk lakuin pemetaan untuk mengenali potensi guru² menerapkan computational thinking karakter thinking guru² kebutuhan guru tahap perkembangan dan pencapaian pengajaran Guru². Very very kontol,nadiem ketika deploy kurikulum merdeka tdk melakukan assesment yg ente maksud nadiem gk lakuin pemetaan untuk mengenali potensi guru menerapkan computational thinking karakter thinking guru kebutuhan guru tahap perkembangan dan pencapaian pengajaran guru very very kontol,nadiem ketika deploy kurikulum merdeka tdk laku assesment ente maksud nadiem gk lakuin meta untuk nali potensi guru terap computational thinking karakter thinking guru butuh guru tahap kembang capai ajar guru very very kontol,"['nadiem', 'ketika', 'deploy', 'kurikulum', 'merdeka', 'tdk', 'laku', 'assesment', 'ente', 'maksud', 'nadiem', 'gk', 'lakuin', 'meta', 'untuk', 'nali', 'potensi', 'guru', 'terap', 'computational', 'thinking', 'karakter', 'thinking', 'guru', 'butuh', 'guru', 'tahap', 'kembang', 'capai', 'ajar', 'guru', 'very', 'very', 'kontol']",nadiem ketika deploy kurikulum merdeka tidak laku assesment ente maksud nadiem tidak lakuin meta untuk nali potensi guru terap computational pikir karakter pikir guru butuh guru tahap kembang capai ajar guru sangat sangat kontol,negative,0.9710927605628967
@V3g3L Celurit adalah solusi,celurit adalah solusi,celurit adalah solusi,"['celurit', 'adalah', 'solusi']",celurit adalah solusi,neutral,0.9978949427604675
Di sini masih sibuk implementasi kurikulum merdeka di sana udah nyusun deep learning,di sini masih sibuk implementasi kurikulum merdeka di sana udah nyusun deep learning,sini masih sibuk implementasi kurikulum merdeka sana udah nyusun deep learning,"['sini', 'masih', 'sibuk', 'implementasi', 'kurikulum', 'merdeka', 'sana', 'udah', 'nyusun', 'deep', 'learning']",sini masih sibuk implementasi kurikulum merdeka sana sudah nyusun deep learning,negative,0.9914462566375732
Pemerintah gencar memeratakan akses internet untuk mendukung pendidikan melalui Kurikulum Merdeka. SDN 005 Lembah Rewak manfaatkan internet untuk pembelajaran. https://t.co/vR7E7rv5PF,pemerintah gencar memeratakan akses internet untuk mendukung pendidikan melalui kurikulum merdeka sdn lembah rewak manfaatkan internet untuk pembelajaran,perintah gencar perata akses internet untuk dukung didik lalu kurikulum merdeka sdn lembah rewak manfaat internet untuk ajar,"['perintah', 'gencar', 'perata', 'akses', 'internet', 'untuk', 'dukung', 'didik', 'lalu', 'kurikulum', 'merdeka', 'sdn', 'lembah', 'rewak', 'manfaat', 'internet', 'untuk', 'ajar']",perintah gencar perata akses internet untuk dukung didik lalu kurikulum merdeka sdn lembah rewak manfaat internet untuk ajar,neutral,0.9979389309883118
@Rasta_Qhilo14 @Abe_Mukti soal karakter mah kan di kurikulum merdeka juga sudah diterapkan + gali minat bakat ya butuh waktu buat penyesuaian udah digoreng duluan bhs inggris skrng diwajibkan dulu kan mulok?pilihan. gonta ganti kurikulum juga gak baik akan lebih baik.ditambah yg kurangnya dievaluasi.,soal karakter mah kan di kurikulum merdeka juga sudah diterapkan gali minat bakat ya butuh waktu buat penyesuaian udah digoreng duluan bhs inggris skrng diwajibkan dulu kan mulok pilihan gonta ganti kurikulum juga gak baik akan lebih baik ditambah yg kurangnya dievaluasi,soal karakter kurikulum merdeka sudah terap gali minat bakat butuh buat sesuai udah goreng duluan bhs inggris skrng wajib dulu kan mulok pilih gonta ganti kurikulum gak baik akan lebih baik tambah kurang evaluasi,"['soal', 'karakter', 'kurikulum', 'merdeka', 'sudah', 'terap', 'gali', 'minat', 'bakat', 'butuh', 'buat', 'sesuai', 'udah', 'goreng', 'duluan', 'bhs', 'inggris', 'skrng', 'wajib', 'dulu', 'kan', 'mulok', 'pilih', 'gonta', 'ganti', 'kurikulum', 'gak', 'baik', 'akan', 'lebih', 'baik', 'tambah', 'kurang', 'evaluasi']",soal karakter kurikulum merdeka sudah terap gali minat bakat butuh buat sesuai sudah goreng duluan bhs inggris sekarang wajib dulu kan mulok pilih gonta ganti kurikulum tidak baik akan lebih baik tambah kurang evaluasi,negative,0.8805130124092102
@mlnmlk @Viraap00 Ya kan hasil kurikulum merdeka. Ngerti gak ngerti yg penting merdeka ,ya kan hasil kurikulum merdeka ngerti gak ngerti yg penting merdeka,kan hasil kurikulum merdeka ngerti gak ngerti penting merdeka,"['kan', 'hasil', 'kurikulum', 'merdeka', 'ngerti', 'gak', 'ngerti', 'penting', 'merdeka']",kan hasil kurikulum merdeka ngerti tidak ngerti penting merdeka,negative,0.9959208965301514
@ferrykoto Mungkin kurikulum merdeka cocok untuk si @ferrykoto karena kurikulum CBSA terbukti tidak membuat dia jadi pintar,mungkin kurikulum merdeka cocok untuk si karena kurikulum cbsa terbukti tidak membuat dia jadi pintar,mungkin kurikulum merdeka cocok untuk karena kurikulum cbsa bukti tidak buat dia jadi pintar,"['mungkin', 'kurikulum', 'merdeka', 'cocok', 'untuk', 'karena', 'kurikulum', 'cbsa', 'bukti', 'tidak', 'buat', 'dia', 'jadi', 'pintar']",mungkin kurikulum merdeka cocok untuk karena kurikulum cbsa bukti tidak buat dia jadi pintar,negative,0.9056342840194702
CONTOH SOAL PILIHAN BERGANDA kurikulum merdeka : Jika ada orang cuma minta duit orang lain disetor ke juragannya. Lalu duit tsb buat makan (gaji) dia dan kawan2 nya maka dia disebut : A. Tukang parkir. B. Tukang palak. C. Perampok rakyat D. Semua benar. Salam #JumatBerkah https://t.co/4KumR7L50v,contoh soal pilihan berganda kurikulum merdeka jika ada orang cuma minta duit orang lain disetor ke juragannya lalu duit tsb buat makan gaji dia dan kawan nya maka dia disebut a tukang parkir b tukang palak c perampok rakyat d semua benar salam,contoh soal pilih ganda kurikulum merdeka jika ada orang cuma minta duit orang lain setor juragan lalu duit tsb makan gaji dia kawan maka dia sebut a tukang parkir tukang palak rampok rakyat semua benar salam,"['contoh', 'soal', 'pilih', 'ganda', 'kurikulum', 'merdeka', 'jika', 'ada', 'orang', 'cuma', 'minta', 'duit', 'orang', 'lain', 'setor', 'juragan', 'lalu', 'duit', 'tsb', 'makan', 'gaji', 'dia', 'kawan', 'maka', 'dia', 'sebut', 'a', 'tukang', 'parkir', 'tukang', 'palak', 'rampok', 'rakyat', 'semua', 'benar', 'salam']",contoh soal pilih ganda kurikulum merdeka jika ada orang hanya minta uang orang lain setor juragan lalu uang tersebut makan gaji dia teman maka dia sebut a tukang parkir tukang palak rampok rakyat semua benar salam,negative,0.9973618388175964
@ElJibril4 @ferrykoto Kurikulum merdeka gak ada mata pelajaran pilihan. Nih contoh kurikulum merdeka SMA. https://t.co/p4wQs8qtiW,kurikulum merdeka gak ada mata pelajaran pilihan nih contoh kurikulum merdeka sma,kurikulum merdeka gak ada mata ajar pilih contoh kurikulum merdeka sma,"['kurikulum', 'merdeka', 'gak', 'ada', 'mata', 'ajar', 'pilih', 'contoh', 'kurikulum', 'merdeka', 'sma']",kurikulum merdeka tidak ada mata ajar pilih contoh kurikulum merdeka sma,neutral,0.9985925555229187
@tanyakanrl ak mayan jago di mapel mapel ips gt (geo sosio) gt tpi lemah di mapel ipa (bio kimia fisika) ‍️‍️ untung ak kurikulum merdeka jadi ambil peminatan mapel ipa nya cmn ambil bio sisanya mapel ips,ak mayan jago di mapel mapel ips gt geo sosio gt tpi lemah di mapel ipa bio kimia fisika untung ak kurikulum merdeka jadi ambil peminatan mapel ipa nya cmn ambil bio sisanya mapel ips,mayan jago mapel mapel ips geo sosio tpi lemah mapel ipa bio kimia fisika untung kurikulum merdeka jadi ambil minat mapel ipa cmn ambil bio sisa mapel ips,"['mayan', 'jago', 'mapel', 'mapel', 'ips', 'geo', 'sosio', 'tpi', 'lemah', 'mapel', 'ipa', 'bio', 'kimia', 'fisika', 'untung', 'kurikulum', 'merdeka', 'jadi', 'ambil', 'minat', 'mapel', 'ipa', 'cmn', 'ambil', 'bio', 'sisa', 'mapel', 'ips']",lumayan jago mapel mapel ips geo sosio tapi lemah mapel ipa biologi kimia fisika untung kurikulum merdeka jadi ambil minat mapel ipa cuma ambil biologi sisa mapel ips,negative,0.9564616680145264
Sebenarnya to be fair Kurikulum Merdeka memberikan ruang untuk ini dalam Proyek P5. Proyek pembelajaran bisa dirancang sesuai dengan permasalahan yang ada di daerah itu atau untuk meningkatkan potensi daerah. Cuma entah kenapa ujungnya jadi pameran bazaar semua.,sebenarnya to be fair kurikulum merdeka memberikan ruang untuk ini dalam proyek p proyek pembelajaran bisa dirancang sesuai dengan permasalahan yang ada di daerah itu atau untuk meningkatkan potensi daerah cuma entah kenapa ujungnya jadi pameran bazaar semua,benar be fair kurikulum merdeka beri ruang untuk dalam proyek p proyek ajar bisa rancang sesuai dengan masalah ada daerah itu atau untuk tingkat potensi daerah cuma entah kenapa ujung jadi pamer bazaar semua,"['benar', 'be', 'fair', 'kurikulum', 'merdeka', 'beri', 'ruang', 'untuk', 'dalam', 'proyek', 'p', 'proyek', 'ajar', 'bisa', 'rancang', 'sesuai', 'dengan', 'masalah', 'ada', 'daerah', 'itu', 'atau', 'untuk', 'tingkat', 'potensi', 'daerah', 'cuma', 'entah', 'kenapa', 'ujung', 'jadi', 'pamer', 'bazaar', 'semua']",benar be fair kurikulum merdeka beri ruang untuk dalam proyek p proyek ajar bisa rancang sesuai dengan masalah ada daerah itu atau untuk tingkat potensi daerah hanya entah kenapa ujung jadi pamer bazaar semua,neutral,0.4320375621318817
@pinginmayones Kurikulum komorinkeknya lbh ribet dr kurikulum merdeka,kurikulum komorinkeknya lbh ribet dr kurikulum merdeka,kurikulum komorinkeknya lbh ribet kurikulum merdeka,"['kurikulum', 'komorinkeknya', 'lbh', 'ribet', 'kurikulum', 'merdeka']",kurikulum komorinkeknya lebih ribet kurikulum merdeka,negative,0.9384233951568604
dari cara kerja kurikulum merdeka sepertinya pak nadiem makarim sangat meremehkan kebodohan para warga konoha ,dari cara kerja kurikulum merdeka sepertinya pak nadiem makarim sangat meremehkan kebodohan para warga konoha,cara kerja kurikulum merdeka seperti pak nadiem makarim sangat remeh bodoh para warga konoha,"['cara', 'kerja', 'kurikulum', 'merdeka', 'seperti', 'pak', 'nadiem', 'makarim', 'sangat', 'remeh', 'bodoh', 'para', 'warga', 'konoha']",cara kerja kurikulum merdeka seperti bapak nadiem makarim sangat remeh bodoh para warga konoha,negative,0.9992243051528931
